time,cpu,mem
1574993691.761282,22.2,18.6
1574993691.7715545,22.2,18.6
1574993691.7818983,12.5,18.6
1574993691.7921774,33.3,18.6
1574993691.8026588,44.4,18.6
1574993691.812997,44.4,18.6
1574993691.8232546,25.0,18.6
1574993691.8335614,12.5,18.6
1574993691.8438892,25.0,18.6
1574993691.8541777,14.3,18.6
1574993691.8644407,22.2,18.6
1574993691.874759,0.0,18.6
1574993691.8850515,30.0,18.6
1574993691.8953433,12.5,18.6
1574993691.9057224,33.3,18.6
1574993691.9160206,25.0,18.6
1574993691.9263911,12.5,18.5
1574993691.9367194,40.0,18.6
1574993691.9470036,28.6,18.6
1574993691.9573128,22.2,18.6
1574993691.9676147,33.3,18.6
1574993691.9779577,0.0,18.6
1574993691.9882724,36.4,18.6
1574993691.9985895,12.5,18.6
1574993692.00894,25.0,18.6
1574993692.0192146,33.3,18.6
1574993692.0295267,12.5,18.6
1574993692.0398328,22.2,18.6
1574993692.0501077,12.5,18.6
1574993692.0604117,22.2,18.6
1574993692.0706768,12.5,18.6
1574993692.080972,25.0,18.6
1574993692.091307,22.2,18.5
1574993692.1016266,12.5,18.5
1574993692.111913,33.3,18.6
1574993692.122219,25.0,18.6
1574993692.1325297,30.0,18.6
1574993692.142865,25.0,18.6
1574993692.1532216,12.5,18.6
1574993692.163524,12.5,18.6
1574993692.1737976,12.5,18.6
1574993692.1840518,33.3,18.6
1574993692.1943276,12.5,18.6
1574993692.2045896,22.2,18.6
1574993692.2149038,14.3,18.6
1574993692.2252533,27.3,18.6
1574993692.235501,12.5,18.6
1574993692.245754,14.3,18.6
1574993692.256048,11.1,18.6
1574993692.2662687,12.5,18.6
1574993692.2765086,12.5,18.6
1574993692.286768,12.5,18.6
1574993692.2970936,33.3,18.6
1574993692.307434,37.5,18.6
1574993692.3177807,14.3,18.6
1574993692.32808,12.5,18.6
1574993692.3383467,25.0,18.6
1574993692.348653,22.2,18.6
1574993692.3589664,30.0,18.6
1574993692.369311,14.3,18.6
1574993692.3795943,30.0,18.6
1574993692.389925,14.3,18.6
1574993692.400229,12.5,18.6
1574993692.4105203,12.5,18.6
1574993692.4208982,40.0,18.6
1574993692.431206,25.0,18.6
1574993692.4415774,25.0,18.6
1574993692.451874,44.4,18.6
1574993692.462191,16.7,18.6
1574993692.4725091,50.0,18.6
1574993692.4828308,28.6,18.6
1574993692.4931955,37.5,18.6
1574993692.5035107,33.3,18.6
1574993692.513843,12.5,18.6
1574993692.5241647,37.5,18.6
1574993692.5344574,22.2,18.6
1574993692.5448282,12.5,18.6
1574993692.5550597,37.5,18.6
1574993692.5654886,12.5,18.6
1574993692.5759466,30.0,18.6
1574993692.5862775,37.5,18.6
1574993692.5966089,22.2,18.6
1574993692.607055,44.4,18.6
1574993692.6174114,28.6,18.6
1574993692.6278625,14.3,18.6
1574993692.6381845,33.3,18.6
1574993692.648495,22.2,18.6
1574993692.6587853,14.3,18.6
1574993692.6690989,25.0,18.6
1574993692.6794686,12.5,18.6
1574993692.6897843,22.2,18.6
1574993692.7000768,22.2,18.6
1574993692.7104104,25.0,18.6
1574993692.720735,25.0,18.6
1574993692.7310197,33.3,18.6
1574993692.7413301,22.2,18.6
1574993692.7516253,22.2,18.6
1574993692.7619157,33.3,18.6
1574993692.7722518,12.5,18.6
1574993692.7826805,25.0,18.6
1574993692.7929647,22.2,18.6
1574993692.8032708,33.3,18.6
1574993692.8136961,25.0,18.6
1574993692.8240128,33.3,18.6
1574993692.8343446,12.5,18.6
1574993692.8446429,22.2,18.6
1574993692.8549228,14.3,18.6
1574993692.8652782,30.0,18.6
1574993692.8756325,12.5,18.6
1574993692.8859112,25.0,18.6
1574993692.896282,33.3,18.6
1574993692.9066908,25.0,18.6
1574993692.91709,42.9,18.6
1574993692.9275155,22.2,18.6
1574993692.9379015,33.3,18.6
1574993692.948275,25.0,18.6
1574993692.958686,25.0,18.6
1574993692.9690459,14.3,18.6
1574993692.9794328,36.4,18.6
1574993692.989808,14.3,18.6
1574993693.0001938,33.3,18.6
1574993693.0105822,12.5,18.6
1574993693.020937,25.0,18.6
1574993693.0313172,33.3,18.6
1574993693.041694,0.0,18.6
1574993693.0520263,30.0,18.6
1574993693.0623567,0.0,18.6
1574993693.0726414,37.5,18.6
1574993693.0829551,22.2,18.6
1574993693.0933638,22.2,18.6
1574993693.1035988,22.2,18.6
1574993693.1139238,12.5,18.6
1574993693.1242728,33.3,18.6
1574993693.1346464,25.0,18.6
1574993693.1450686,12.5,18.6
1574993693.1553795,33.3,18.6
1574993693.1656914,14.3,18.6
1574993693.1759932,33.3,18.6
1574993693.1863997,33.3,18.6
1574993693.1967294,14.3,18.6
1574993693.207086,30.0,18.6
1574993693.2174127,22.2,18.6
1574993693.2277205,25.0,18.6
1574993693.2380254,28.6,18.6
1574993693.2483323,30.0,18.6
1574993693.2586803,22.2,18.6
1574993693.2689865,22.2,18.6
1574993693.279275,22.2,18.6
1574993693.2896,22.2,18.6
1574993693.2998936,30.0,18.6
1574993693.3101914,22.2,18.6
1574993693.320436,30.0,18.6
1574993693.3307097,12.5,18.6
1574993693.3410265,33.3,18.6
1574993693.3513262,25.0,18.6
1574993693.3616421,22.2,18.6
1574993693.3719678,12.5,18.6
1574993693.382278,22.2,18.6
1574993693.3925848,22.2,18.6
1574993693.4028823,14.3,18.6
1574993693.413225,36.4,18.6
1574993693.4235625,25.0,18.6
1574993693.4338737,25.0,18.6
1574993693.4441888,37.5,18.6
1574993693.4544904,25.0,18.6
1574993693.4648058,22.2,18.6
1574993693.4750865,25.0,18.6
1574993693.485407,12.5,18.6
1574993693.4957404,12.5,18.6
1574993693.5060413,25.0,18.7
1574993693.5163412,22.2,18.7
1574993693.526692,12.5,18.7
1574993693.5369916,25.0,18.7
1574993693.547295,25.0,18.7
1574993693.5576565,22.2,18.7
1574993693.567942,33.3,18.6
1574993693.5783434,25.0,18.6
1574993693.5886817,33.3,18.6
1574993693.59905,33.3,18.6
1574993693.6094053,14.3,18.6
1574993693.6197379,22.2,18.7
1574993693.6300817,12.5,18.6
1574993693.6403604,22.2,18.6
1574993693.6506515,25.0,18.6
1574993693.6609464,12.5,18.6
1574993693.6712158,22.2,18.6
1574993693.6814978,33.3,18.6
1574993693.6917934,33.3,18.6
1574993693.702086,33.3,18.7
1574993693.7124162,30.0,18.7
1574993693.722758,14.3,18.7
1574993693.7330446,22.2,18.7
1574993693.743494,36.4,18.7
1574993693.7539492,25.0,18.7
1574993693.7643096,12.5,18.6
1574993693.7746625,12.5,18.6
1574993693.7850194,14.3,18.6
1574993693.7953053,30.0,18.6
1574993693.8056645,33.3,18.6
1574993693.8159473,14.3,18.6
1574993693.8263674,20.0,18.6
1574993693.8366792,14.3,18.6
1574993693.8469722,22.2,18.6
1574993693.8573012,25.0,18.6
1574993693.8676107,30.0,18.6
1574993693.8779075,0.0,18.6
1574993693.8881867,22.2,18.6
1574993693.8984587,12.5,18.7
1574993693.9087012,33.3,18.7
1574993693.9189932,30.0,18.7
1574993693.9294155,55.6,18.7
1574993693.9397779,44.4,18.6
1574993693.9501653,42.9,18.7
1574993693.9606006,50.0,18.7
1574993693.9709275,37.5,18.7
1574993693.9813693,66.7,18.7
1574993693.9917028,37.5,18.7
1574993694.0020063,28.6,18.7
1574993694.0124536,25.0,18.8
1574993694.0227454,28.6,18.8
1574993694.0331728,50.0,18.8
1574993694.043609,33.3,18.8
1574993694.054006,28.6,18.8
1574993694.0643413,44.4,18.8
1574993694.0748725,14.3,18.8
1574993694.0852604,33.3,18.8
1574993694.0956385,12.5,18.8
1574993694.106028,37.5,18.8
1574993694.1164007,22.2,18.8
1574993694.1267872,28.6,18.8
1574993694.1371977,50.0,18.8
1574993694.1475751,25.0,18.8
1574993694.1579897,62.5,18.8
1574993694.1683195,50.0,18.8
1574993694.1787143,12.5,18.8
1574993694.189007,14.3,18.8
1574993694.199325,22.2,18.8
1574993694.2097378,22.2,18.8
1574993694.219996,25.0,18.8
1574993694.2303398,12.5,18.8
1574993694.2406662,33.3,18.8
1574993694.250971,25.0,18.8
1574993694.2613604,22.2,18.8
1574993694.2717407,28.6,18.8
1574993694.282106,22.2,18.8
1574993694.2925298,25.0,18.8
1574993694.3027973,12.5,18.8
1574993694.3131797,40.0,18.8
1574993694.3234715,45.5,18.8
1574993694.3339956,33.3,18.8
1574993694.3443224,25.0,18.8
1574993694.3547113,37.5,18.8
1574993694.365125,33.3,18.7
1574993694.3756568,12.5,18.8
1574993694.3859649,12.5,18.8
1574993694.396279,22.2,18.8
1574993694.4065766,30.0,18.8
1574993694.4168775,0.0,18.8
1574993694.4271061,20.0,18.8
1574993694.4373996,12.5,18.8
1574993694.4476516,33.3,18.8
1574993694.4580262,28.6,18.8
1574993694.4683084,33.3,18.8
1574993694.4786122,14.3,18.8
1574993694.488922,22.2,18.8
1574993694.4992192,30.0,18.8
1574993694.5095081,37.5,18.8
1574993694.5198162,33.3,18.8
1574993694.5301402,37.5,18.8
1574993694.5405178,25.0,18.8
1574993694.5508335,22.2,18.8
1574993694.5613213,12.5,18.8
1574993694.5716274,25.0,18.8
1574993694.5819438,14.3,18.8
1574993694.592257,22.2,18.8
1574993694.6025734,12.5,18.8
1574993694.6129024,12.5,18.8
1574993694.6231327,22.2,18.8
1574993694.6334026,12.5,18.8
1574993694.6437047,25.0,18.8
1574993694.6539855,12.5,18.8
1574993694.664235,12.5,18.8
1574993694.67465,30.0,18.8
1574993694.6849437,12.5,18.8
1574993694.695183,12.5,18.8
1574993694.7054672,14.3,18.8
1574993694.7157469,12.5,18.8
1574993694.726,12.5,18.8
1574993694.7362475,22.2,18.8
1574993694.7464988,12.5,18.8
1574993694.756741,12.5,18.8
1574993694.767013,12.5,18.8
1574993694.7773514,33.3,18.8
1574993694.7877274,12.5,18.8
1574993694.7980509,12.5,18.8
1574993694.8083634,25.0,18.8
1574993694.8187244,0.0,18.8
1574993694.8290534,22.2,18.8
1574993694.8394048,30.0,18.8
1574993694.8497593,12.5,18.8
1574993694.8600957,12.5,18.8
1574993694.8704145,12.5,18.8
1574993694.8807273,33.3,18.8
1574993694.8910565,36.4,18.8
1574993694.9013805,28.6,18.8
1574993694.9117317,33.3,18.8
1574993694.9221098,22.2,18.8
1574993694.9323833,33.3,18.8
1574993694.9427211,12.5,18.8
1574993694.952994,22.2,18.8
1574993694.9633274,30.0,18.8
1574993694.9736457,14.3,18.8
1574993694.9839513,25.0,18.8
1574993694.9942522,12.5,18.8
1574993695.0045552,30.0,18.8
1574993695.014871,25.0,18.8
1574993695.0253208,25.0,18.8
1574993695.0356376,25.0,18.8
1574993695.0459402,12.5,18.8
1574993695.0564053,30.0,18.8
1574993695.066709,0.0,18.8
1574993695.0770261,30.0,18.8
1574993695.087326,50.0,18.8
1574993695.0976346,50.0,18.8
1574993695.108027,88.9,18.8
1574993695.1184142,57.1,18.8
1574993695.1287768,37.5,18.8
1574993695.1392255,62.5,18.8
1574993695.149599,14.3,18.8
1574993695.159979,20.0,18.8
1574993695.1703627,0.0,18.8
1574993695.1807425,33.3,18.8
1574993695.191158,30.0,18.8
1574993695.20151,14.3,18.8
1574993695.211883,33.3,18.8
1574993695.2222278,12.5,18.8
1574993695.2325835,25.0,18.8
1574993695.2429478,22.2,18.8
1574993695.2533095,30.0,18.8
1574993695.2636623,36.4,18.8
1574993695.2739878,0.0,18.8
1574993695.284359,40.0,18.7
1574993695.294728,22.2,18.7
1574993695.305079,22.2,18.7
1574993695.3153324,22.2,18.7
1574993695.3255663,12.5,18.7
1574993695.3358216,33.3,18.7
1574993695.3463073,12.5,18.7
1574993695.3566234,33.3,18.7
1574993695.3669634,33.3,18.7
1574993695.3773499,22.2,18.7
1574993695.3876636,33.3,18.7
1574993695.397986,12.5,18.7
1574993695.4084191,22.2,18.7
1574993695.4187956,30.0,18.7
1574993695.4291718,12.5,18.7
1574993695.4394612,22.2,18.6
1574993695.4497707,22.2,18.7
1574993695.4600823,30.0,18.7
1574993695.4703827,0.0,18.7
1574993695.480662,25.0,18.7
1574993695.4909518,28.6,18.7
1574993695.5012786,50.0,18.7
1574993695.5116103,28.6,18.7
1574993695.5219057,33.3,18.7
1574993695.5322137,66.7,18.7
1574993695.542528,33.3,18.8
1574993695.552861,37.5,18.8
1574993695.5631626,22.2,18.8
1574993695.5734615,25.0,18.8
1574993695.5837517,33.3,18.8
1574993695.5941174,25.0,18.8
1574993695.6044087,25.0,18.8
1574993695.614769,22.2,18.8
1574993695.6252084,30.0,18.8
1574993695.6355374,40.0,18.8
1574993695.6458292,25.0,18.8
1574993695.656168,22.2,18.8
1574993695.6664546,14.3,18.8
1574993695.6768625,30.0,18.7
1574993695.6871684,30.0,18.7
1574993695.6974602,25.0,18.7
1574993695.7078903,25.0,18.7
1574993695.7182379,36.4,18.8
1574993695.7285566,37.5,18.8
1574993695.7390165,22.2,18.8
1574993695.749339,14.3,18.8
1574993695.7597055,30.0,18.8
1574993695.770004,33.3,18.8
1574993695.780295,22.2,18.8
1574993695.7906082,12.5,18.8
1574993695.8009465,33.3,18.8
1574993695.8112447,12.5,18.8
1574993695.8215427,12.5,18.8
1574993695.8318293,14.3,18.8
1574993695.8421648,12.5,18.8
1574993695.8524873,12.5,18.8
1574993695.8627424,14.3,18.8
1574993695.8729844,12.5,18.8
1574993695.8833485,14.3,18.8
1574993695.8936567,12.5,18.8
1574993695.9038944,33.3,18.8
1574993695.9142559,25.0,18.8
1574993695.924692,54.5,18.8
1574993695.9350166,40.0,18.8
1574993695.945365,28.6,18.8
1574993695.9556813,30.0,18.8
1574993695.9659843,0.0,18.8
1574993695.9763978,30.0,18.8
1574993695.9867666,28.6,18.8
1574993695.9971657,33.3,18.8
1574993696.0075705,33.3,18.8
1574993696.017878,33.3,18.7
1574993696.0282161,25.0,18.8
1574993696.0385218,25.0,18.8
1574993696.0488176,14.3,18.8
1574993696.059122,44.4,18.8
1574993696.06944,33.3,18.8
1574993696.0797515,22.2,18.8
1574993696.0900848,25.0,18.8
1574993696.100406,40.0,18.8
1574993696.1107323,44.4,18.8
1574993696.1210427,25.0,18.8
1574993696.1313572,33.3,18.8
1574993696.1417758,0.0,18.8
1574993696.1521451,25.0,18.8
1574993696.1624653,0.0,18.8
1574993696.1727602,30.0,18.8
1574993696.183071,25.0,18.8
1574993696.193481,22.2,18.8
1574993696.2037349,22.2,18.8
1574993696.2140284,33.3,18.8
1574993696.2244,54.5,18.8
1574993696.2347178,37.5,18.7
1574993696.2451835,25.0,18.8
1574993696.2555106,44.4,18.8
1574993696.2658813,12.5,18.8
1574993696.2762568,50.0,18.8
1574993696.2866232,40.0,18.8
1574993696.2969484,33.3,18.8
1574993696.307273,36.4,18.8
1574993696.317562,50.0,18.8
1574993696.3278859,25.0,18.8
1574993696.3381968,37.5,18.8
1574993696.348516,33.3,18.8
1574993696.358871,14.3,18.8
1574993696.3691938,25.0,18.8
1574993696.379532,12.5,18.8
1574993696.3898575,12.5,18.8
1574993696.400143,12.5,18.8
1574993696.4105039,33.3,18.8
1574993696.420802,54.5,18.8
1574993696.431073,33.3,18.8
1574993696.4416995,22.2,18.8
1574993696.451979,14.3,18.8
1574993696.4623835,40.0,18.8
1574993696.4726765,33.3,18.8
1574993696.4829917,33.3,18.8
1574993696.493337,33.3,18.8
1574993696.5036552,12.5,18.8
1574993696.5139828,25.0,18.8
1574993696.5243378,44.4,18.8
1574993696.5346947,28.6,18.8
1574993696.5450017,12.5,18.8
1574993696.5554245,33.3,18.8
1574993696.5657315,28.6,18.8
1574993696.576149,37.5,18.8
1574993696.5864756,33.3,18.8
1574993696.5968041,12.5,18.8
1574993696.6070988,12.5,18.8
1574993696.6173832,12.5,18.8
1574993696.6277406,25.0,18.8
1574993696.6380634,12.5,18.8
1574993696.6483572,22.2,18.8
1574993696.6586025,0.0,18.8
1574993696.668821,20.0,18.8
1574993696.679025,12.5,18.8
1574993696.6893475,22.2,18.8
1574993696.6995816,22.2,18.8
1574993696.7099223,25.0,18.8
1574993696.7203472,25.0,18.8
1574993696.7308583,50.0,18.8
1574993696.7412019,12.5,18.8
1574993696.7515714,33.3,18.8
1574993696.7618768,14.3,18.8
1574993696.7722182,37.5,18.8
1574993696.782509,37.5,18.8
1574993696.7928383,25.0,18.8
1574993696.80315,37.5,18.8
1574993696.8134956,30.0,18.8
1574993696.8238113,40.0,18.8
1574993696.8341815,28.6,18.8
1574993696.8445427,25.0,18.8
1574993696.8548546,12.5,18.8
1574993696.8651845,30.0,18.8
1574993696.875528,22.2,18.8
1574993696.885835,14.3,18.8
1574993696.8961432,12.5,18.8
1574993696.9064562,22.2,18.8
1574993696.9167502,30.0,18.9
1574993696.9270442,22.2,18.9
1574993696.9373822,14.3,18.9
1574993696.947674,12.5,18.9
1574993696.9579172,12.5,18.9
1574993696.9682982,12.5,18.9
1574993696.978552,12.5,18.9
1574993696.9888396,44.4,18.8
1574993696.9992888,25.0,18.8
1574993697.0095906,37.5,18.8
1574993697.0199277,33.3,18.8
1574993697.0302653,42.9,18.8
1574993697.0405993,37.5,18.8
1574993697.0509305,12.5,18.8
1574993697.0612853,33.3,18.8
1574993697.0716054,33.3,18.8
1574993697.081927,85.7,18.8
1574993697.0923297,100.0,18.8
1574993697.1027517,33.3,18.8
1574993697.1131577,54.5,18.8
1574993697.1235797,44.4,18.8
1574993697.1339545,55.6,18.8
1574993697.1442583,37.5,18.8
1574993697.1545813,25.0,18.8
1574993697.1649027,33.3,18.8
1574993697.1751997,22.2,18.8
1574993697.1855106,22.2,18.8
1574993697.1958086,22.2,18.8
1574993697.2060661,14.3,18.8
1574993697.2163994,33.3,18.8
1574993697.2267864,25.0,18.8
1574993697.2371128,55.6,18.8
1574993697.2475154,44.4,18.8
1574993697.2578819,22.2,18.8
1574993697.2681904,14.3,18.8
1574993697.278529,14.3,18.8
1574993697.2890456,33.3,18.8
1574993697.299374,33.3,18.8
1574993697.3098555,33.3,18.8
1574993697.320155,33.3,18.8
1574993697.3304496,28.6,18.8
1574993697.3407567,33.3,18.8
1574993697.3510578,33.3,18.8
1574993697.3613963,28.6,18.8
1574993697.3717575,22.2,18.8
1574993697.38206,0.0,18.8
1574993697.3923635,25.0,18.8
1574993697.4026666,33.3,18.8
1574993697.4129915,30.0,18.8
1574993697.4232914,33.3,18.9
1574993697.4336438,44.4,18.9
1574993697.4440277,25.0,18.9
1574993697.454363,25.0,18.8
1574993697.4647253,33.3,18.8
1574993697.4750705,12.5,18.8
1574993697.48538,22.2,18.8
1574993697.4956877,30.0,18.8
1574993697.5059838,22.2,18.9
1574993697.51629,12.5,18.8
1574993697.526561,22.2,18.8
1574993697.5368292,22.2,18.8
1574993697.5470603,33.3,18.8
1574993697.5574672,12.5,18.9
1574993697.567756,25.0,18.9
1574993697.5780702,25.0,18.9
1574993697.5883787,40.0,18.9
1574993697.5986652,25.0,18.9
1574993697.6090248,30.0,18.9
1574993697.6193945,33.3,18.9
1574993697.629716,36.4,18.9
1574993697.640056,14.3,18.9
1574993697.6505318,40.0,18.9
1574993697.660884,33.3,18.9
1574993697.6713552,25.0,18.9
1574993697.6817062,12.5,18.9
1574993697.692029,33.3,18.9
1574993697.702403,25.0,18.9
1574993697.7128062,22.2,18.8
1574993697.7232144,40.0,18.8
1574993697.7335775,25.0,18.8
1574993697.74393,30.0,18.8
1574993697.7542813,25.0,18.8
1574993697.7646706,33.3,18.9
1574993697.7750618,40.0,18.9
1574993697.785421,25.0,18.9
1574993697.7957664,50.0,18.9
1574993697.8061674,25.0,18.9
1574993697.8165233,25.0,18.9
1574993697.8269267,22.2,18.9
1574993697.8373022,22.2,18.9
1574993697.847668,12.5,18.9
1574993697.858033,14.3,18.9
1574993697.868385,30.0,18.9
1574993697.878697,0.0,18.9
1574993697.8889213,25.0,18.9
1574993697.8992226,12.5,18.9
1574993697.9096522,22.2,18.9
1574993697.9198902,12.5,18.9
1574993697.930262,25.0,18.9
1574993697.9405181,22.2,18.9
1574993697.950778,25.0,18.9
1574993697.961198,50.0,18.9
1574993697.971851,12.5,18.9
1574993697.9822555,14.3,18.9
1574993697.9926665,22.2,18.9
1574993698.0029776,44.4,18.9
1574993698.0134108,28.6,18.9
1574993698.02406,30.0,18.8
1574993698.0343556,14.3,18.8
1574993698.0446796,12.5,18.8
1574993698.0550566,25.0,18.8
1574993698.0653696,37.5,18.8
1574993698.0757024,12.5,18.9
1574993698.0860302,12.5,18.9
1574993698.096366,12.5,18.9
1574993698.1067138,25.0,18.9
1574993698.1170275,33.3,18.9
1574993698.1273317,22.2,18.9
1574993698.1376398,33.3,18.9
1574993698.1479528,12.5,18.9
1574993698.1582994,12.5,18.9
1574993698.168592,25.0,18.9
1574993698.1789062,30.0,18.9
1574993698.189186,12.5,18.9
1574993698.199539,12.5,18.9
1574993698.2097995,12.5,18.9
1574993698.2200325,22.2,18.9
1574993698.2304862,22.2,18.9
1574993698.240759,33.3,18.9
1574993698.25105,45.5,18.8
1574993698.2614253,28.6,18.8
1574993698.2717385,44.4,18.8
1574993698.2820756,14.3,18.8
1574993698.292362,36.4,18.8
1574993698.3026416,14.3,18.8
1574993698.312974,22.2,18.9
1574993698.323275,25.0,18.8
1574993698.3335555,22.2,18.8
1574993698.3440185,40.0,18.8
1574993698.3543408,16.7,18.8
1574993698.364654,30.0,18.8
1574993698.3750973,37.5,18.9
1574993698.3853905,25.0,18.9
1574993698.3957155,33.3,18.9
1574993698.4061275,14.3,18.9
1574993698.4164388,12.5,18.9
1574993698.426759,22.2,18.9
1574993698.4370332,22.2,18.9
1574993698.4474463,22.2,18.9
1574993698.4577746,22.2,18.9
1574993698.46808,33.3,18.8
1574993698.4785323,14.3,18.8
1574993698.4888146,22.2,18.8
1574993698.4990928,22.2,18.8
1574993698.5093546,22.2,18.8
1574993698.519626,22.2,18.9
1574993698.5299368,12.5,18.9
1574993698.5402262,25.0,18.9
1574993698.5505517,12.5,18.9
1574993698.5608494,50.0,18.9
1574993698.571123,33.3,18.9
1574993698.5814648,37.5,18.9
1574993698.5917933,22.2,18.9
1574993698.6021116,14.3,18.9
1574993698.612431,12.5,18.9
1574993698.622692,12.5,18.9
1574993698.6330013,22.2,18.9
1574993698.643407,12.5,18.9
1574993698.653645,12.5,18.9
1574993698.6638935,12.5,18.9
1574993698.674275,22.2,18.9
1574993698.6847434,30.0,18.9
1574993698.6950433,22.2,18.9
1574993698.7053542,12.5,18.9
1574993698.7156138,33.3,18.9
1574993698.7259321,22.2,18.9
1574993698.7362547,12.5,18.8
1574993698.7465823,25.0,18.8
1574993698.7568839,12.5,18.8
1574993698.7671862,22.2,18.8
1574993698.777501,12.5,18.9
1574993698.7878237,25.0,18.9
1574993698.7981474,22.2,18.9
1574993698.808419,44.4,18.9
1574993698.8188345,14.3,18.9
1574993698.8291419,44.4,18.9
1574993698.8395183,22.2,18.9
1574993698.8498435,12.5,18.9
1574993698.8601544,22.2,18.9
1574993698.8704205,22.2,18.9
1574993698.880699,22.2,18.9
1574993698.89092,25.0,18.9
1574993698.9012337,44.4,18.9
1574993698.9115434,22.2,18.9
1574993698.9219143,37.5,18.9
1574993698.9323516,40.0,18.9
1574993698.942654,37.5,18.9
1574993698.9530728,40.0,18.9
1574993698.9634295,44.4,18.8
1574993698.973862,37.5,18.8
1574993698.984177,42.9,18.8
1574993698.9945958,40.0,18.8
1574993699.0050151,33.3,18.8
1574993699.0154068,55.6,18.8
1574993699.026095,25.0,18.9
1574993699.036507,33.3,18.9
1574993699.0469155,55.6,18.9
1574993699.0576773,28.6,18.9
1574993699.0680048,44.4,18.9
1574993699.0783663,25.0,18.9
1574993699.088873,25.0,18.9
1574993699.0992026,50.0,18.9
1574993699.1095738,25.0,18.9
1574993699.1200123,44.4,18.9
1574993699.1303368,28.6,18.9
1574993699.1407437,50.0,18.9
1574993699.1510842,33.3,18.9
1574993699.1614532,33.3,18.9
1574993699.172145,44.4,18.9
1574993699.1825016,28.6,18.9
1574993699.1928678,50.0,18.9
1574993699.2032635,33.3,18.9
1574993699.2136195,50.0,18.9
1574993699.2239866,50.0,18.9
1574993699.234421,37.5,18.9
1574993699.2448685,44.4,18.9
1574993699.255497,37.5,18.9
1574993699.2658458,33.3,18.9
1574993699.2761483,44.4,18.8
1574993699.286481,33.3,18.8
1574993699.2968,50.0,18.8
1574993699.3071208,44.4,18.8
1574993699.3175218,44.4,18.8
1574993699.3279042,50.0,18.8
1574993699.33835,28.6,18.8
1574993699.3486695,63.6,18.8
1574993699.3590057,33.3,18.8
1574993699.3693337,25.0,18.8
1574993699.3796763,44.4,18.8
1574993699.389999,14.3,18.8
1574993699.4003108,60.0,18.8
1574993699.4107208,42.9,18.8
1574993699.4211793,50.0,18.8
1574993699.4315586,50.0,18.8
1574993699.441969,28.6,18.8
1574993699.452352,44.4,18.8
1574993699.462718,33.3,18.8
1574993699.473013,37.5,18.8
1574993699.4833612,22.2,18.8
1574993699.4937027,28.6,18.8
1574993699.504159,54.5,18.8
1574993699.5144665,25.0,18.8
1574993699.524816,44.4,18.8
1574993699.5352018,40.0,18.8
1574993699.5455732,14.3,18.8
1574993699.5559072,22.2,18.8
1574993699.566231,33.3,18.8
1574993699.5765073,12.5,18.8
1574993699.586766,22.2,18.8
1574993699.5970821,33.3,18.8
1574993699.6074145,33.3,18.8
1574993699.6177628,33.3,18.8
1574993699.628069,22.2,18.8
1574993699.6383953,25.0,18.8
1574993699.6487362,22.2,18.8
1574993699.6590986,30.0,18.8
1574993699.6694076,22.2,18.8
1574993699.6797273,22.2,18.8
1574993699.6899865,22.2,18.8
1574993699.7002683,30.0,18.8
1574993699.7105305,16.7,18.8
1574993699.7208276,30.0,18.8
1574993699.7310796,22.2,18.8
1574993699.741426,22.2,18.8
