time,cpu,mem
1574977762.8540666-[38.5, 17.9, 11.1, 11.1, 95.8, 4.2, 4.2, 0.0]-svmem(total=16609853440, available=14067732480, percent=15.3, used=1989091328, free=12373405696, active=2396102656, inactive=1145245696, buffers=154562560, cached=2092793856, shared=262909952, slab=349720576)-
1574977763.1046784-[14.3, 8.3, 12.5, 15.4, 46.2, 68.0, 4.0, 7.7]-svmem(total=16609853440, available=14074351616, percent=15.3, used=1982726144, free=12380016640, active=2390593536, inactive=1144733696, buffers=154562560, cached=2092548096, shared=262389760, slab=349736960)-
1574977763.355268-[42.3, 23.1, 11.5, 0.0, 12.0, 64.0, 11.5, 4.0]-svmem(total=16609853440, available=14072446976, percent=15.3, used=1984638976, free=12378099712, active=2392498176, inactive=1144954880, buffers=154562560, cached=2092552192, shared=262647808, slab=349736960)-
1574977763.6058009-[17.2, 4.0, 10.7, 0.0, 18.5, 28.0, 0.0, 72.0]-svmem(total=16609853440, available=14080061440, percent=15.2, used=1977024512, free=12385714176, active=2383753216, inactive=1144954880, buffers=154562560, cached=2092552192, shared=262647808, slab=349720576)-
1574977763.8563561-[17.2, 8.0, 11.5, 11.5, 26.9, 96.0, 8.0, 4.0]-svmem(total=16609853440, available=14073995264, percent=15.3, used=1983090688, free=12379648000, active=2389655552, inactive=1144954880, buffers=154562560, cached=2092552192, shared=262647808, slab=349712384)-
1574977764.1069896-[20.0, 11.1, 0.0, 0.0, 20.0, 56.0, 48.0, 4.0]-svmem(total=16609853440, available=14068899840, percent=15.3, used=1988186112, free=12374544384, active=2396131328, inactive=1144963072, buffers=154562560, cached=2092560384, shared=262647808, slab=349712384)-
1574977764.3577619-[7.7, 17.2, 4.0, 7.7, 60.0, 26.9, 44.0, 11.5]-svmem(total=16609853440, available=14065332224, percent=15.3, used=1991753728, free=12370980864, active=2399744000, inactive=1144954880, buffers=154562560, cached=2092556288, shared=262647808, slab=349716480)-
1574977764.6085362-[19.2, 17.9, 73.1, 4.0, 28.0, 4.0, 4.0, 12.0]-svmem(total=16609853440, available=14060675072, percent=15.3, used=1996410880, free=12366331904, active=2404384768, inactive=1144946688, buffers=154562560, cached=2092548096, shared=262647808, slab=349716480)-
1574977764.8590527-[25.0, 14.3, 95.8, 8.0, 4.0, 3.8, 3.8, 19.2]-svmem(total=16609853440, available=14060740608, percent=15.3, used=1996345344, free=12366405632, active=2403909632, inactive=1144938496, buffers=154562560, cached=2092539904, shared=262647808, slab=349716480)-
1574977765.1098113-[16.0, 72.0, 29.6, 14.3, 0.0, 0.0, 0.0, 0.0]-svmem(total=16609853440, available=14055985152, percent=15.4, used=2001022976, free=12361502720, active=2407919616, inactive=1145085952, buffers=154562560, cached=2092765184, shared=262721536, slab=349716480)-
1574977765.3606849-[88.0, 21.4, 7.7, 7.7, 20.0, 4.2, 8.0, 8.0]-svmem(total=16609853440, available=14068183040, percent=15.3, used=1988829184, free=12373688320, active=2395901952, inactive=1145090048, buffers=154562560, cached=2092773376, shared=262721536, slab=349704192)-
1574977765.6111503-[12.0, 68.0, 28.1, 29.6, 11.5, 8.0, 11.5, 32.0]-svmem(total=16609853440, available=14064242688, percent=15.3, used=1992769536, free=12369735680, active=2399981568, inactive=1145102336, buffers=154570752, cached=2092777472, shared=262721536, slab=349704192)-
1574977765.8618808-[14.8, 15.4, 4.0, 16.0, 4.0, 4.0, 7.7, 100.0]-svmem(total=16609853440, available=14063144960, percent=15.3, used=1992704000, free=12369793024, active=2402463744, inactive=1143934976, buffers=154570752, cached=2092785664, shared=262721536, slab=349724672)-
1574977766.112388-[20.0, 13.8, 42.3, 4.0, 12.0, 4.0, 7.7, 68.0]-svmem(total=16609853440, available=14063497216, percent=15.3, used=1992056832, free=12370448384, active=2400174080, inactive=1143926784, buffers=154570752, cached=2092777472, shared=262721536, slab=349724672)-
1574977766.363118-[17.2, 11.1, 44.0, 56.0, 15.4, 0.0, 0.0, 12.0]-svmem(total=16609853440, available=14061588480, percent=15.3, used=1994264576, free=12368244736, active=2402971648, inactive=1143926784, buffers=154570752, cached=2092773376, shared=262717440, slab=349724672)-
1574977766.6136801-[26.9, 15.4, 15.4, 84.0, 8.0, 12.5, 15.4, 20.8]-svmem(total=16609853440, available=14057721856, percent=15.4, used=1998131200, free=12364378112, active=2406576128, inactive=1143926784, buffers=154570752, cached=2092773376, shared=262717440, slab=349724672)-
1574977766.8643248-[28.6, 52.0, 17.9, 11.1, 15.4, 23.1, 4.3, 50.0]-svmem(total=16609853440, available=14059343872, percent=15.4, used=1996509184, free=12365991936, active=2403647488, inactive=1143934976, buffers=154570752, cached=2092781568, shared=262717440, slab=349724672)-
1574977767.114929-[11.1, 95.8, 15.4, 19.2, 7.7, 0.0, 4.0, 4.0]-svmem(total=16609853440, available=14054612992, percent=15.4, used=2001240064, free=12361277440, active=2408980480, inactive=1143918592, buffers=154570752, cached=2092765184, shared=262717440, slab=349724672)-
1574977767.365721-[16.7, 100.0, 3.8, 12.0, 4.2, 0.0, 0.0, 4.0]-svmem(total=16609853440, available=14068273152, percent=15.3, used=1987579904, free=12374929408, active=2396069888, inactive=1143926784, buffers=154570752, cached=2092773376, shared=262717440, slab=349724672)-
1574977767.6163795-[13.8, 48.0, 0.0, 16.0, 4.0, 0.0, 53.8, 0.0]-svmem(total=16609853440, available=14067015680, percent=15.3, used=1989033984, free=12373671936, active=2396250112, inactive=1143742464, buffers=154570752, cached=2092576768, shared=262520832, slab=349716480)-
1574977767.866899-[20.0, 12.0, 7.7, 12.0, 0.0, 4.0, 7.7, 84.0]-svmem(total=16609853440, available=14074576896, percent=15.3, used=1981472768, free=12381233152, active=2388455424, inactive=1143742464, buffers=154570752, cached=2092576768, shared=262520832, slab=349716480)-
1574977768.117448-[20.0, 88.5, 7.7, 4.0, 18.5, 4.0, 20.0, 15.4]-svmem(total=16609853440, available=14069280768, percent=15.3, used=1985900544, free=12375797760, active=2394574848, inactive=1144573952, buffers=154570752, cached=2093584384, shared=263389184, slab=349720576)-
1574977768.3680296-[7.7, 4.0, 20.8, 4.0, 8.0, 0.0, 15.4, 79.2]-svmem(total=16609853440, available=14055120896, percent=15.4, used=2000060416, free=12361637888, active=2408669184, inactive=1144573952, buffers=154570752, cached=2093584384, shared=263389184, slab=349720576)-
1574977768.6186101-[50.0, 4.2, 58.3, 7.7, 8.0, 7.7, 29.2, 11.5]-svmem(total=16609853440, available=14057558016, percent=15.4, used=1997623296, free=12364066816, active=2406428672, inactive=1144582144, buffers=154570752, cached=2093592576, shared=263389184, slab=349712384)-
1574977768.8693323-[51.9, 20.0, 7.7, 8.0, 8.0, 4.0, 20.0, 56.0]-svmem(total=16609853440, available=14052323328, percent=15.4, used=2002857984, free=12358832128, active=2411806720, inactive=1144582144, buffers=154570752, cached=2093592576, shared=263389184, slab=349704192)-
1574977769.1198735-[68.0, 26.9, 7.7, 11.5, 11.5, 12.5, 4.0, 20.0]-svmem(total=16609853440, available=14052573184, percent=15.4, used=2002608128, free=12359081984, active=2410172416, inactive=1144582144, buffers=154570752, cached=2093592576, shared=263389184, slab=349704192)-
1574977769.370429-[35.5, 23.1, 11.5, 4.0, 8.0, 46.2, 11.5, 46.2]-svmem(total=16609853440, available=14055555072, percent=15.4, used=1999626240, free=12362067968, active=2408382464, inactive=1144573952, buffers=154570752, cached=2093588480, shared=263389184, slab=349708288)-
1574977769.6210215-[22.2, 7.7, 60.0, 4.2, 11.5, 0.0, 8.0, 40.0]-svmem(total=16609853440, available=14070272000, percent=15.3, used=1984909312, free=12376784896, active=2393698304, inactive=1144573952, buffers=154570752, cached=2093588480, shared=263389184, slab=349708288)-
1574977769.871686-[17.2, 25.0, 64.0, 4.0, 8.0, 3.8, 0.0, 33.3]-svmem(total=16609853440, available=14068563968, percent=15.3, used=1986617344, free=12375068672, active=2394583040, inactive=1144582144, buffers=154570752, cached=2093596672, shared=263389184, slab=349708288)-
1574977770.1222396-[20.0, 15.4, 33.3, 18.5, 14.8, 12.0, 11.1, 72.0]-svmem(total=16609853440, available=14072418304, percent=15.3, used=1982763008, free=12378923008, active=2390810624, inactive=1144582144, buffers=154570752, cached=2093596672, shared=263389184, slab=349708288)-
1574977770.372847-[69.0, 20.7, 40.0, 22.2, 7.7, 0.0, 0.0, 4.2]-svmem(total=16609853440, available=14070337536, percent=15.3, used=1985040384, free=12376850432, active=2393407488, inactive=1144410112, buffers=154570752, cached=2093391872, shared=263192576, slab=349708288)-
1574977770.6235127-[58.3, 14.3, 40.0, 17.9, 8.0, 8.0, 0.0, 16.7]-svmem(total=16609853440, available=14068355072, percent=15.3, used=1986826240, free=12374863872, active=2394988544, inactive=1144594432, buffers=154570752, cached=2093592576, shared=263389184, slab=349712384)-
1574977770.8741133-[32.3, 0.0, 96.0, 7.7, 4.0, 11.5, 0.0, 4.0]-svmem(total=16609853440, available=14069768192, percent=15.3, used=1985409024, free=12376268800, active=2394378240, inactive=1144598528, buffers=154578944, cached=2093596672, shared=263389184, slab=349712384)-
1574977771.1246932-[58.3, 20.0, 40.0, 11.1, 4.0, 4.2, 0.0, 8.0]-svmem(total=16609853440, available=14064607232, percent=15.3, used=1990574080, free=12371099648, active=2397790208, inactive=1144602624, buffers=154578944, cached=2093600768, shared=263389184, slab=349712384)-
1574977771.3753834-[48.4, 32.1, 65.4, 0.0, 0.0, 11.5, 4.0, 11.5]-svmem(total=16609853440, available=14067023872, percent=15.3, used=1988157440, free=12373508096, active=2395795456, inactive=1144598528, buffers=154578944, cached=2093608960, shared=263389184, slab=349745152)-
1574977771.6261506-[36.7, 17.9, 96.2, 11.5, 7.7, 11.5, 7.7, 4.0]-svmem(total=16609853440, available=14064726016, percent=15.3, used=1990455296, free=12371218432, active=2398969856, inactive=1144590336, buffers=154578944, cached=2093600768, shared=263389184, slab=349769728)-
1574977771.8769217-[29.6, 92.3, 14.8, 4.0, 0.0, 4.0, 8.3, 4.0]-svmem(total=16609853440, available=14062415872, percent=15.3, used=1992765440, free=12368908288, active=2400542720, inactive=1144590336, buffers=154578944, cached=2093600768, shared=263389184, slab=349769728)-
1574977772.127472-[20.7, 12.5, 4.0, 40.0, 7.7, 56.0, 20.0, 8.0]-svmem(total=16609853440, available=14078078976, percent=15.2, used=1977102336, free=12384571392, active=2384396288, inactive=1144590336, buffers=154578944, cached=2093600768, shared=263389184, slab=349786112)-
1574977772.3781612-[17.2, 11.1, 4.2, 92.0, 4.0, 4.0, 4.2, 11.5]-svmem(total=16609853440, available=14073724928, percent=15.3, used=1981456384, free=12380209152, active=2391093248, inactive=1144598528, buffers=154578944, cached=2093608960, shared=263389184, slab=349769728)-
1574977772.6288643-[11.1, 4.0, 4.0, 20.8, 4.0, 11.5, 96.2, 7.7]-svmem(total=16609853440, available=14059532288, percent=15.4, used=1996435456, free=12366016512, active=2405003264, inactive=1143881728, buffers=154578944, cached=2092822528, shared=262602752, slab=349769728)-
1574977772.879498-[7.7, 7.7, 7.7, 19.2, 7.7, 4.0, 40.0, 62.5]-svmem(total=16609853440, available=14057357312, percent=15.4, used=1998086144, free=12363841536, active=2405281792, inactive=1143881728, buffers=154578944, cached=2093346816, shared=263127040, slab=349753344)-
1574977773.1300454-[28.1, 4.2, 7.7, 92.3, 4.0, 4.0, 16.0, 8.3]-svmem(total=16609853440, available=14065373184, percent=15.3, used=1990021120, free=12371849216, active=2398068736, inactive=1143889920, buffers=154578944, cached=2093404160, shared=263176192, slab=349745152)-
1574977773.3806148-[24.2, 20.0, 17.9, 95.8, 4.2, 8.0, 11.5, 16.0]-svmem(total=16609853440, available=14056071168, percent=15.4, used=1999323136, free=12362559488, active=2408857600, inactive=1143877632, buffers=154578944, cached=2093391872, shared=263176192, slab=349745152)-
1574977773.63125-[75.8, 4.0, 28.6, 32.0, 0.0, 0.0, 7.7, 7.7]-svmem(total=16609853440, available=14054998016, percent=15.4, used=2000396288, free=12361478144, active=2410242048, inactive=1143885824, buffers=154578944, cached=2093400064, shared=263176192, slab=349745152)-
1574977773.8818827-[29.2, 20.0, 8.0, 8.3, 72.0, 26.9, 12.0, 11.5]-svmem(total=16609853440, available=14066966528, percent=15.3, used=1988427776, free=12373454848, active=2396614656, inactive=1143877632, buffers=154578944, cached=2093391872, shared=263176192, slab=349745152)-
1574977774.1323647-[20.0, 8.0, 22.2, 80.0, 11.5, 25.0, 4.2, 0.0]-svmem(total=16609853440, available=14073937920, percent=15.3, used=1981456384, free=12380418048, active=2388774912, inactive=1143885824, buffers=154578944, cached=2093400064, shared=263176192, slab=349753344)-
1574977774.3830929-[4.0, 11.5, 16.0, 8.0, 0.0, 76.0, 20.0, 14.8]-svmem(total=16609853440, available=14065750016, percent=15.3, used=1989881856, free=12372525056, active=2396909568, inactive=1143885824, buffers=154578944, cached=2092867584, shared=262643712, slab=349761536)-
1574977774.633962-[22.6, 12.0, 0.0, 4.2, 8.0, 50.0, 52.0, 0.0]-svmem(total=16609853440, available=14064562176, percent=15.3, used=1991405568, free=12371042304, active=2400157696, inactive=1143885824, buffers=154578944, cached=2092826624, shared=262602752, slab=349769728)-
1574977774.8845484-[10.7, 4.0, 0.0, 23.1, 4.0, 32.0, 0.0, 73.1]-svmem(total=16609853440, available=14064304128, percent=15.3, used=1991663616, free=12370784256, active=2400235520, inactive=1143885824, buffers=154578944, cached=2092826624, shared=262602752, slab=349761536)-
1574977775.1352518-[92.3, 17.9, 4.0, 22.2, 4.2, 0.0, 3.8, 8.3]-svmem(total=16609853440, available=14063513600, percent=15.3, used=1992454144, free=12369993728, active=2400612352, inactive=1143885824, buffers=154578944, cached=2092826624, shared=262602752, slab=349786112)-
1574977775.3859003-[96.0, 35.1, 4.0, 23.1, 12.0, 4.0, 4.0, 4.0]-svmem(total=16609853440, available=14060457984, percent=15.3, used=1995509760, free=12366946304, active=2404433920, inactive=1143877632, buffers=154578944, cached=2092818432, shared=262602752, slab=349761536)-
1574977775.6366646-[34.5, 17.2, 77.8, 4.0, 12.5, 12.5, 4.2, 11.1]-svmem(total=16609853440, available=14055755776, percent=15.4, used=2000211968, free=12362235904, active=2408497152, inactive=1143885824, buffers=154578944, cached=2092826624, shared=262602752, slab=349753344)-
1574977775.8872333-[8.0, 11.5, 12.0, 0.0, 84.6, 20.0, 11.5, 0.0]-svmem(total=16609853440, available=14061907968, percent=15.3, used=1994059776, free=12368388096, active=2402336768, inactive=1143885824, buffers=154578944, cached=2092826624, shared=262602752, slab=349753344)-
1574977776.137681-[8.0, 17.9, 0.0, 14.3, 96.0, 25.9, 12.5, 4.2]-svmem(total=16609853440, available=14069497856, percent=15.3, used=1986461696, free=12375969792, active=2393886720, inactive=1143889920, buffers=154587136, cached=2092834816, shared=262602752, slab=349736960)-
1574977776.3882017-[15.4, 19.2, 30.8, 15.4, 60.0, 12.0, 46.2, 12.5]-svmem(total=16609853440, available=14064574464, percent=15.3, used=1991426048, free=12371038208, active=2400043008, inactive=1143824384, buffers=154587136, cached=2092802048, shared=262569984, slab=349736960)-
1574977776.6388602-[22.2, 4.0, 8.3, 7.7, 0.0, 0.0, 87.5, 3.8]-svmem(total=16609853440, available=14066761728, percent=15.3, used=1989238784, free=12373225472, active=2398187520, inactive=1143824384, buffers=154587136, cached=2092802048, shared=262569984, slab=349736960)-
1574977776.8894296-[76.9, 29.0, 37.0, 26.1, 4.0, 8.3, 3.8, 8.0]-svmem(total=16609853440, available=14060728320, percent=15.3, used=1995272192, free=12367187968, active=2402508800, inactive=1143828480, buffers=154587136, cached=2092806144, shared=262569984, slab=349736960)-
1574977777.1401389-[17.2, 21.4, 20.0, 53.8, 7.7, 34.6, 4.0, 0.0]-svmem(total=16609853440, available=14057525248, percent=15.4, used=1998475264, free=12363993088, active=2406162432, inactive=1143816192, buffers=154587136, cached=2092797952, shared=262569984, slab=349736960)-
1574977777.3907886-[20.0, 8.0, 33.3, 78.3, 24.0, 11.5, 0.0, 4.2]-svmem(total=16609853440, available=14060892160, percent=15.3, used=1998303232, free=12367343616, active=2407002112, inactive=1141161984, buffers=154587136, cached=2089619456, shared=259375104, slab=349736960)-
1574977777.6415672-[25.9, 11.1, 7.7, 76.9, 3.8, 20.0, 4.0, 11.5]-svmem(total=16609853440, available=14056710144, percent=15.4, used=2002472960, free=12363042816, active=2409619456, inactive=1141280768, buffers=154587136, cached=2089750528, shared=259375104, slab=349736960)-
1574977777.892314-[61.5, 27.6, 4.0, 40.0, 7.7, 15.4, 12.0, 15.4]-svmem(total=16609853440, available=14052368384, percent=15.4, used=2005581824, free=12358696960, active=2412339200, inactive=1142415360, buffers=154587136, cached=2090987520, shared=260620288, slab=349732864)-
1574977778.1429908-[19.4, 0.0, 8.0, 0.0, 8.0, 8.0, 65.4, 33.3]-svmem(total=16609853440, available=14052110336, percent=15.4, used=2005839872, free=12358430720, active=2413776896, inactive=1142423552, buffers=154587136, cached=2090995712, shared=260620288, slab=349732864)-
1574977778.393589-[12.0, 38.7, 14.8, 72.0, 11.5, 16.0, 25.0, 8.3]-svmem(total=16609853440, available=14078390272, percent=15.2, used=1979224064, free=12384710656, active=2385625088, inactive=1142689792, buffers=154587136, cached=2091331584, shared=260956160, slab=349732864)-
